,taxon_id,kingdom,phylum,order,family,genus,species,scientific_name,country
1713,5041057,Animalia,Arthropoda,Hymenoptera,Sphecidae,Ammophila,pictipennis,"Ammophila pictipennis Walsh, 1869",
1714,2517585,Fungi,Basidiomycota,Pucciniales,,Aecidium,verbenae,Aecidium verbenae Speg.,
1715,5255391,Fungi,Ascomycota,Erysiphales,Erysiphaceae,Podosphaera,fusca,Podosphaera fusca (Fr.) U.Braun & Shishkoff,
1716,6018156,Fungi,Ascomycota,Ostropales,Stictidaceae,Stictis,stellata,Stictis stellata Wallr.,
1717,1341084,Animalia,Arthropoda,Hymenoptera,Apidae,Eucera,territella,"Eucera territella (Cockerell, 1905)",
1718,5341201,Plantae,Tracheophyta,Boraginales,Boraginaceae,Anchusa,officinalis,Anchusa officinalis L.,
1719,5329038,Plantae,Tracheophyta,Alismatales,Alismataceae,Sagittaria,graminea,Sagittaria graminea Michx.,
1720,2926394,Plantae,Tracheophyta,Lamiales,Lamiaceae,Agastache,scrophulariifolia,Agastache scrophulariifolia (Willd.) Kuntze,
1721,3376341,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,hieracii,Puccinia hieracii (Röhl.) H.Mart.,
1722,4989950,Animalia,Arthropoda,Coleoptera,Coccinellidae,Scymnus,consobrinus,"Scymnus consobrinus LeConte, 1852",
1723,2583811,Fungi,Ascomycota,Helotiales,Mollisiaceae,Pyrenopeziza,lycopincola,Pyrenopeziza lycopincola (Rehm) Boud.,
1724,5264305,Fungi,Ascomycota,Capnodiales,Mycosphaerellaceae,Septoria,lamii,Septoria lamii Pass.,
1725,1344229,Animalia,Arthropoda,Hymenoptera,Apidae,Anthophora,alluaudi,"Anthophora alluaudi Pérez, 1902",
1726,3534534,Fungi,Ascomycota,Pleosporales,Didymellaceae,Ascochyta,teucrii,Ascochyta teucrii Lasch,
1727,5040129,Animalia,Arthropoda,Hymenoptera,Apidae,Anthophora,californica,"Anthophora californica Cresson, 1869",
1728,4502262,Animalia,Arthropoda,Hymenoptera,Torymidae,Glyphomerus,tibialis,"Glyphomerus tibialis Forster, 1856",
1729,1981209,Animalia,Arthropoda,Lepidoptera,Geometridae,Nemoria,pulcherrima,"Nemoria pulcherrima Barnes & McDunnough, 1916",
1730,1981191,Animalia,Arthropoda,Lepidoptera,Geometridae,Nemoria,leptalea,"Nemoria leptalea Ferguson, 1969",
1731,1741400,Animalia,Arthropoda,Lepidoptera,Tortricidae,Episimus,argutana,"Episimus argutana Clemens, 1860",
1732,3086240,Plantae,Tracheophyta,Caryophyllales,Nyctaginaceae,Mirabilis,jalapa,Mirabilis jalapa L.,
1733,2014588,Animalia,Arthropoda,Hemiptera,Calophyidae,Calophya,californica,"Calophya californica Schwarz, 1904",
1734,6003286,Animalia,Arthropoda,Coleoptera,Buprestidae,Acmaeodera,linsleyi,"Acmaeodera linsleyi Van Dyke, 1943",
1735,6003194,Animalia,Arthropoda,Coleoptera,Buprestidae,Acmaeodera,perlanosa,"Acmaeodera perlanosa Timberlake, 1939",
1736,3190541,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Rhus,ovata,Rhus ovata S.Watson,
1737,1533385,Animalia,Arthropoda,Diptera,Syrphidae,Palpada,vinetorum,"Palpada vinetorum (Fabricius, 1799)",
1738,5136034,Animalia,Arthropoda,Lepidoptera,Nymphalidae,Acraea,encedon,"Acraea encedon Linnaeus, 1758",
1739,2079190,Animalia,Arthropoda,Hemiptera,Pentatomidae,Holcostethus,sphacelatus,"Holcostethus sphacelatus (Fabricius, 1794)",
1740,5752653,Animalia,Arthropoda,Coleoptera,Apionidae,Squamapion,vicinum,"Squamapion vicinum (Kirby, 1808)",
1741,5253489,Fungi,Ascomycota,Diaporthales,Diaporthaceae,Phomopsis,lavandulae,Phomopsis lavandulae (Gabotto) Cif. & Vegni,
1742,2927324,Plantae,Tracheophyta,Lamiales,Lamiaceae,Lamium,galeobdolon,Lamium galeobdolon (L.) L.,
1743,1344087,Animalia,Arthropoda,Hymenoptera,Apidae,Anthophora,plumipes,"Anthophora plumipes (Pallas, 1772)",
1744,1554147,Animalia,Arthropoda,Diptera,Agromyzidae,Amauromyza,labiatarum,"Amauromyza labiatarum (Hendel, 1920)",
1745,5375237,Plantae,Tracheophyta,Brassicales,Brassicaceae,Eutrema,edwardsii,Eutrema edwardsii R.Br.,
1746,1357288,Animalia,Arthropoda,Hymenoptera,Andrenidae,Andrena,nigripes,"Andrena nigripes Provancher, 1895",
1747,1354482,Animalia,Arthropoda,Hymenoptera,Halictidae,Lasioglossum,microlepoides,"Lasioglossum microlepoides (Ellis, 1914)",
1748,3203281,Chromista,Oomycota,Albuginales,Albuginaceae,Albugo,ipomoeae-panduratae,Albugo ipomoeae-panduratae (Schwein.) Swingle,
1749,9695352,Animalia,Arthropoda,Hemiptera,Miridae,Adelphocoris,lineolatus,"Adelphocoris lineolatus (Goeze, 1778)",
1750,7198254,Animalia,Arthropoda,Diptera,Syrphidae,Eumerus,funeralis,"Eumerus funeralis Meigen, 1822",
1751,1355803,Animalia,Arthropoda,Hymenoptera,Andrenidae,Protoxaea,gloriosa,"Protoxaea gloriosa (Fox, 1893)",
1752,8570174,Animalia,Arthropoda,Hymenoptera,Mutillidae,Dasymutilla,monticola,"Dasymutilla monticola (Cresson, 1865) Cresson, 1865",
1753,2928430,Plantae,Tracheophyta,Solanales,Convolvulaceae,Calystegia,macounii,Calystegia macounii (Greene) Brummitt,
1754,1859047,Animalia,Arthropoda,Lepidoptera,Pterophoridae,Emmelina,argoteles,"Emmelina argoteles (Meyrick, 1922)",
1755,7760044,Animalia,Arthropoda,Coleoptera,Nitidulidae,Aethina,concolor,"Aethina concolor (Macleay, 1872)",
1756,1863978,Animalia,Arthropoda,Lepidoptera,Sphingidae,Manduca,sexta,"Manduca sexta Linnaeus, 1763",
1757,2482673,Animalia,Chordata,Passeriformes,Tyrannidae,Satrapa,icterophrys,"Satrapa icterophrys (Vieillot, 1818)",
1758,2487426,Animalia,Chordata,Passeriformes,Vireonidae,Vireo,flavoviridis,"Vireo flavoviridis (Cassin, 1851)",
1759,2433275,Animalia,Chordata,Chiroptera,Phyllostomidae,Artibeus,fraterculus,"Artibeus fraterculus Anthony, 1924",
1760,5420991,Plantae,Tracheophyta,Myrtales,Onagraceae,Ludwigia,peploides,Ludwigia peploides (Kunth) P.H.Raven,
1761,1902479,Animalia,Arthropoda,Lepidoptera,Nymphalidae,Mechanitis,polymnia,"Mechanitis polymnia Linnaeus, 1758",
1762,3203716,Chromista,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,infestans,Phytophthora infestans (Mont.) de Bary,
1763,2482575,Animalia,Chordata,Passeriformes,Corvidae,Cyanocorax,chrysops,"Cyanocorax chrysops (Vieillot, 1818)",
1764,2433220,Animalia,Chordata,Chiroptera,Phyllostomidae,Hylonycteris,underwoodi,"Hylonycteris underwoodi Thomas, 1903",
1765,2020093,Animalia,Arthropoda,Hemiptera,Aradidae,Aradus,quadrilineatus,"Aradus quadrilineatus Say, 1825",
1766,1785145,Animalia,Arthropoda,Lepidoptera,Noctuidae,Chrysodeixis,eriosoma,"Chrysodeixis eriosoma Doubleday, 1843",
1767,5013699,Animalia,Arthropoda,Coleoptera,Curculionidae,Anthonomus,eugenii,"Anthonomus eugenii Cano, 1894",
1768,2578578,Fungi,Ascomycota,Erysiphales,Erysiphaceae,Erysiphe,palczewskii,Erysiphe palczewskii (Jacz.) U.Braun & S.Takam.,
1769,2946298,Plantae,Tracheophyta,Fabales,Fabaceae,Lespedeza,tomentosa,Lespedeza tomentosa (Thunb.) Siebold ex Maxim.,
1770,2516404,Fungi,Basidiomycota,Pucciniales,Uropyxidaceae,Uropyxis,daleae,Uropyxis daleae (Dietel & Holw.) Magnus,
1771,2516380,Fungi,Basidiomycota,Pucciniales,Uropyxidaceae,Uropyxis,diphysae,Uropyxis diphysae (Arthur) Cummins,
1772,5468606,Fungi,Basidiomycota,Pucciniales,Raveneliaceae,Ravenelia,brongniartiae,Ravenelia brongniartiae Dietel & Holw.,
1773,1474084,Animalia,Arthropoda,Diptera,Tachinidae,Chaetoplagia,atripennis,"Chaetoplagia atripennis Coquillett, 1895",
1774,7580088,Animalia,Arthropoda,Lepidoptera,Lycaenidae,Chloroselas,argentea,"Chloroselas argentea Riley, 1932",
1775,5129080,Animalia,Arthropoda,Lepidoptera,Nymphalidae,Charaxes,manica,"Charaxes manica Trimen, 1894",
1776,1344203,Animalia,Arthropoda,Hymenoptera,Apidae,Anthophora,orotavae,"Anthophora orotavae (Saunders, 1904)",
1777,2433226,Animalia,Chordata,Chiroptera,Phyllostomidae,Lonchophylla,bokermanni,"Lonchophylla bokermanni Sazima, Vizotto & Taddei, 1978",
1778,1926260,Animalia,Arthropoda,Lepidoptera,Lycaenidae,Cupido,minimus,"Cupido minimus (Fuessly, 1775)",
1779,7239218,Fungi,Basidiomycota,Pucciniales,Raveneliaceae,Ravenelia,spinulosa,Ravenelia spinulosa Dietel & Holw.,
1780,2012132,Animalia,Arthropoda,Hemiptera,Aleyrodidae,Trialeurodes,vaporariorum,"Trialeurodes vaporariorum (Westwood, 1856)",
1781,7472212,Fungi,Ascomycota,Myriangiales,Myriangiaceae,Myriangium,curtisii,Myriangium curtisii Berk. & Mont.,
1782,2984491,Plantae,Tracheophyta,Rosales,Cannabaceae,Celtis,laevigata,Celtis laevigata Willd.,
1783,2515673,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Uromyces,hedysari-obscuri,Uromyces hedysari-obscuri (DC.) Carestia & Picc.,
1784,2515766,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Uromyces,hedysari-paniculati,Uromyces hedysari-paniculati (Schwein.) Farl.,
1785,3482798,Fungi,Ascomycota,Erysiphales,Erysiphaceae,Erysiphe,pisi,Erysiphe pisi DC.,
1786,2590303,Fungi,Ascomycota,Pleosporales,,Pleiochaeta,setosa,Pleiochaeta setosa (Kirchn.) S.Hughes,
1787,2562185,Fungi,Ascomycota,Hypocreales,Stachybotryaceae,Stachybotrys,chartarum,Stachybotrys chartarum (Ehrenb.) S.Hughes,
1788,3515919,Fungi,Ascomycota,Botryosphaeriales,Phyllostictaceae,Phyllosticta,medicaginis,Phyllosticta medicaginis (Fuckel) Sacc.,
1789,7239216,Fungi,Basidiomycota,Pucciniales,Raveneliaceae,Ravenelia,echinata,Ravenelia echinata Lagerh. & Dietel,
1790,1922244,Animalia,Arthropoda,Lepidoptera,Lycaenidae,Zizula,hylax,"Zizula hylax (Fabricius, 1775)",
1791,5108951,Animalia,Arthropoda,Lepidoptera,Noctuidae,Diphthera,festiva,"Diphthera festiva Fabricius, 1775",
1792,6096794,Animalia,Arthropoda,Hemiptera,Pentatomidae,Holcostethus,strictus,"Holcostethus strictus (Fabricius, 1803)",
1793,8380159,Animalia,Arthropoda,Hemiptera,Miridae,Lygus,pratensis,"Lygus pratensis (Linnaeus, 1758)",
1794,4461713,Animalia,Arthropoda,Coleoptera,Chrysomelidae,Bruchidius,olivaceus,"Bruchidius olivaceus (Germar, 1824)",
1795,2023121,Animalia,Arthropoda,Hemiptera,Membracidae,Gargara,genistae,"Gargara genistae Fabricius, 1775",
1796,1882210,Animalia,Arthropoda,Lepidoptera,Crambidae,Loxostege,sticticalis,"Loxostege sticticalis (Linnaeus, 1761)",
1797,4498407,Animalia,Arthropoda,Hymenoptera,Ormyridae,Ormyrus,gratiosus,"Ormyrus gratiosus (Forster, 1860)",
1798,3277171,Chromista,Oomycota,Peronosporales,Peronosporaceae,Peronospora,ervi,Peronospora ervi A.Gustavsson,
1799,2621736,Fungi,Ascomycota,Capnodiales,Mycosphaerellaceae,Ramularia,sphaeroidea,Ramularia sphaeroidea Sacc.,
1800,2975816,Plantae,Tracheophyta,Fabales,Fabaceae,Acmispon,americanus,Acmispon americanus (Nutt.) Rydb.,
1801,7745385,Plantae,Tracheophyta,Asterales,Asteraceae,Madia,elegans,Madia elegans D.Don,
1802,1383317,Animalia,Arthropoda,Hymenoptera,Eulophidae,Elasmus,nigripes,"Elasmus nigripes Howard, 1885",
1803,2977636,Plantae,Tracheophyta,Fabales,Fabaceae,Pueraria,montana,Pueraria montana (Lour.) Merr.,
1804,2514962,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,melampodii,Puccinia melampodii Dietel & Holw.,
1805,2984345,Plantae,Tracheophyta,Rosales,Urticaceae,Boehmeria,cylindrica,Boehmeria cylindrica (L.) Sw.,
1806,1898982,Animalia,Arthropoda,Lepidoptera,Nymphalidae,Symbrenthia,hippalus,"Symbrenthia hippalus Felder, 1867",
1807,2586695,Fungi,Ascomycota,Rhytismatales,Pezizellaceae,Mollisina,acerina,Mollisina acerina (Mouton) Höhn.,
1808,4262944,Animalia,Chordata,Rodentia,Echimyidae,Trinomys,paratus,"Trinomys paratus (Moojen, 1948)",
1809,4262953,Animalia,Chordata,Rodentia,Echimyidae,Trinomys,iheringi,"Trinomys iheringi (Thomas, 1911)",
1810,2612280,Fungi,Ascomycota,Botryosphaeriales,Botryosphaeriaceae,Diplodia,maclurae,Diplodia maclurae Speg.,
1811,6019965,Fungi,Ascomycota,Botryosphaeriales,Aplosporellaceae,Aplosporella,maclurae,Aplosporella maclurae (Cooke) Petr. & Syd.,
1812,8990319,Fungi,Ascomycota,Mytilinidiales,Gloniaceae,Glonium,lineare,Glonium lineare (Fr.) De Not.,
1813,1336895,Animalia,Arthropoda,Hymenoptera,Megachilidae,Heriades,leavitti,"Heriades leavitti Crawford, 1913",
1814,1353752,Animalia,Arthropoda,Hymenoptera,Halictidae,Lasioglossum,cinctipes,"Lasioglossum cinctipes (Provancher, 1888)",
1815,1578600,Animalia,Arthropoda,Diptera,Stratiomyidae,Microchrysa,polita,"Microchrysa polita (Linnaeus, 1758)",
1816,1045450,Animalia,Arthropoda,Coleoptera,Oedemeridae,Asclera,puncticollis,"Asclera puncticollis (Say, 1824)",
1817,1345898,Animalia,Arthropoda,Hymenoptera,Melittidae,Macropis,steironematis,"Macropis steironematis Robertson, 1891",
1818,1672036,Animalia,Arthropoda,Diptera,Bombyliidae,Exoprosopa,meigenii,"Exoprosopa meigenii (Wiedemann, 1828)",
1819,3443611,Fungi,Ascomycota,,Thyridiaceae,Thyronectria,berolinensis,Thyronectria berolinensis (Sacc.) Seaver,
1820,7533057,Fungi,Ascomycota,Helotiales,Drepanopezizaceae,Drepanopeziza,ribis,Drepanopeziza ribis (Rehm ex Kleb.) Höhn.,
1821,2513920,Fungi,Basidiomycota,Pucciniales,Coleosporiaceae,Coleosporium,jonesii,Coleosporium jonesii (Peck) Arthur,
1822,9814979,Fungi,Ascomycota,Pleosporales,Melanommataceae,Praetumpfia,obducens,Praetumpfia obducens (Schumach.) Jaklitsch & Voglmayr,
1823,2526345,Fungi,Basidiomycota,Agaricales,Pleurotaceae,Hohenbuehelia,cyphelliformis,Hohenbuehelia cyphelliformis (Berk.) O.K.Mill.,
1824,2986140,Plantae,Tracheophyta,Saxifragales,Grossulariaceae,Ribes,hudsonianum,Ribes hudsonianum Richardson,
1825,2478790,Animalia,Chordata,Piciformes,Lybiidae,Buccanodon,duchaillui,"Buccanodon duchaillui (Cassin, 1855)",
1826,2487391,Animalia,Chordata,Passeriformes,Remizidae,Anthoscopus,caroli,"Anthoscopus caroli (Sharpe, 1871)",
1827,2486090,Animalia,Chordata,Passeriformes,Pycnonotidae,Phyllastrephus,hypochloris,"Phyllastrephus hypochloris (Jackson, 1906)",
1828,2516575,Fungi,Basidiomycota,Pucciniales,Phragmidiaceae,Phragmidium,shogranense,Phragmidium shogranense Petr.,
1829,7340348,Animalia,Chordata,Passeriformes,Pycnonotidae,Eurillas,virens,"Eurillas virens (Cassin, 1857)",
1830,2493963,Animalia,Chordata,Passeriformes,Dicruridae,Dicrurus,adsimilis,"Dicrurus adsimilis (Bechstein, 1794)",
1831,2492975,Animalia,Chordata,Passeriformes,Cisticolidae,Eremomela,turneri,"Eremomela turneri Someren, 1920",
1832,5231790,Animalia,Chordata,Columbiformes,Columbidae,Turtur,tympanistria,"Turtur tympanistria (Temminck, 1809)",
1833,7341388,Animalia,Chordata,Passeriformes,Turdidae,Pseudalethe,poliocephala,"Pseudalethe poliocephala (Bonaparte, 1850)",
1834,1535656,Animalia,Arthropoda,Diptera,Syrphidae,Sphegina,elegans,"Sphegina elegans Schummel, 1841",
1835,2619856,Fungi,Ascomycota,Pleosporales,Didymosphaeriaceae,Didymosphaeria,oblitescens,Didymosphaeria oblitescens (Berk. & Broome) Fuckel,
1836,2612895,Fungi,Ascomycota,Dothideales,Saccotheciaceae,Saccothecium,sepincola,Saccothecium sepincola (Fr.) Fr.,
1837,8073674,Animalia,Arthropoda,Lepidoptera,Hesperiidae,Thymelicus,acteon,"Thymelicus acteon (Rottemburg, 1775)",
1838,2622165,Fungi,Ascomycota,Capnodiales,Mycosphaerellaceae,Mycosphaerella,rubi,Mycosphaerella rubi Roark,
1839,1677234,Animalia,Arthropoda,Diptera,Micropezidae,Rainieria,antennaepes,"Rainieria antennaepes (Say, 1823)",
1840,1370910,Animalia,Arthropoda,Hymenoptera,Torymidae,Megastigmus,aculeatus,"Megastigmus aculeatus (Swederus, 1795)",
1841,1196192,Animalia,Arthropoda,Coleoptera,Curculionidae,Anthonomus,rubi,"Anthonomus rubi L.Bedel, 1887",
1842,2584490,Fungi,Ascomycota,Helotiales,Mollisiaceae,Mollisia,rosae,Mollisia rosae (Pers.) P.Karst.,
1843,2989061,Plantae,Tracheophyta,Rosales,Rosaceae,Rubus,pensilvanicus,Rubus ×pensilvanicus Poir.,
1844,2516613,Fungi,Basidiomycota,Pucciniales,Phragmidiaceae,Phragmidium,rosae-californicae,Phragmidium rosae-californicae Dietel,
1845,3461055,Fungi,Ascomycota,Xylariales,Graphostromataceae,Biscogniauxia,capnodes,Biscogniauxia capnodes (Berk.) Y.M.Ju & J.D.Rogers,
1846,1357608,Animalia,Arthropoda,Hymenoptera,Andrenidae,Andrena,platyparia,"Andrena platyparia Robertson, 1895",
1847,10639820,Animalia,Arthropoda,Hemiptera,Aphididae,Myzus,cerasi,"Myzus cerasi (Fabricius, 1775)",
1848,1534396,Animalia,Arthropoda,Diptera,Syrphidae,Brachyopa,scutellaris,"Brachyopa scutellaris Robineau-Desvoidy, 1843",
1849,5071001,Animalia,Arthropoda,Diptera,Syrphidae,Criorhina,asilica,"Criorhina asilica (Fallén, 1816)",
1850,1622583,Animalia,Arthropoda,Diptera,Tephritidae,Rhagoletis,cerasi,"Rhagoletis cerasi (Linnaeus, 1758)",
1851,1737525,Animalia,Arthropoda,Lepidoptera,Tortricidae,Hedya,dimidioalba,"Hedya dimidioalba Retzius, 1783",
1852,2575250,Fungi,Ascomycota,Xylariales,Diatrypaceae,Eutypella,prunastri,Eutypella prunastri (Pers.) Sacc.,
1853,7789175,Fungi,Ascomycota,Amphisphaeriales,Amphisphaeriaceae,Amphisphaeria,vibratilis,Amphisphaeria vibratilis (Fuckel) E.Müll.,
1854,2526341,Fungi,Basidiomycota,Agaricales,Pleurotaceae,Hohenbuehelia,fluxilis,Hohenbuehelia fluxilis (Fr.) P.D.Orton,
1855,2585802,Fungi,Ascomycota,Helotiales,Hyaloscyphaceae,Pilatia,foliorum,Pilatia foliorum Velen.,
1856,2580715,Fungi,Ascomycota,Helotiales,Dermateaceae,Dermatea,padi,Dermatea padi (Alb. & Schwein.) Fr.,
1857,1775993,Animalia,Arthropoda,Lepidoptera,Noctuidae,Blepharita,satura,"Blepharita satura Schiffermüller, 1775",
1858,3459304,Fungi,Ascomycota,Xylariales,Diatrypaceae,Eutypella,padina,Eutypella padina (Nitschke) Nannf.,
1859,2567913,Fungi,Ascomycota,Diaporthales,Diaporthaceae,Diaporthe,decorticans,Diaporthe decorticans (Lib.) Sacc. & Roum.,
1860,1196132,Animalia,Arthropoda,Coleoptera,Curculionidae,Anthonomus,rectirostris,"Anthonomus rectirostris (C.Linnaeus, 1758)",
1861,2578357,Fungi,Ascomycota,Erysiphales,Erysiphaceae,Erysiphe,prunastri,Erysiphe prunastri DC.,
1862,1798974,Animalia,Arthropoda,Lepidoptera,Noctuidae,Orthosia,gothica,"Orthosia gothica (Linnaeus, 1758)",
1863,2583352,Fungi,Ascomycota,Helotiales,Sclerotiniaceae,Monilinia,padi,Monilinia padi (Woronin) Honey,
1864,5256879,Fungi,Ascomycota,Helotiales,Hemiphacidiaceae,Trochila,laurocerasi,Trochila laurocerasi (Desm.) Fr.,
1865,2589422,Fungi,Ascomycota,Medeolariales,,Coleophoma,empetri,Coleophoma empetri (Rostr.) Petr.,
1866,3516051,Fungi,Ascomycota,Botryosphaeriales,Phyllostictaceae,Phyllosticta,prunigena,Phyllosticta prunigena Grove,
1867,1358017,Animalia,Arthropoda,Hymenoptera,Andrenidae,Andrena,tridens,"Andrena tridens Robertson, 1902",
1868,2484109,Animalia,Chordata,Passeriformes,Icteridae,Gymnomystax,mexicanus,"Gymnomystax mexicanus (Linnaeus, 1766)",
1869,9218477,Fungi,Basidiomycota,Corticiales,Corticiaceae,Corticium,roseum,Corticium roseum Pers.,
1870,1534382,Animalia,Arthropoda,Diptera,Syrphidae,Brachyopa,vacua,"Brachyopa vacua Osten Sacken, 1875",
1871,1348821,Animalia,Arthropoda,Hymenoptera,Colletidae,Colletes,inaequalis,"Colletes inaequalis Say, 1837",
1872,1144329,Animalia,Arthropoda,Coleoptera,Cerambycidae,Cortodera,longicornis,"Cortodera longicornis (Kirby, 1837)",
1873,3447740,Fungi,Ascomycota,Diaporthales,Gnomoniaceae,Asteroma,geographicum,Asteroma geographicum (DC.) Desm.,
1874,2583458,Fungi,Ascomycota,Helotiales,Sclerotiniaceae,Botryotinia,fuckeliana,Botryotinia fuckeliana (de Bary) Whetzel,
1875,2436611,Animalia,Chordata,Primates,Cercopithecidae,Macaca,nemestrina,"Macaca nemestrina (Linnaeus, 1766)",
1876,5262839,Fungi,Ascomycota,Venturiales,Venturiaceae,Venturia,carpophila,Venturia carpophila E.E.Fisher,
1877,1370876,Animalia,Arthropoda,Hymenoptera,Torymidae,Megastigmus,brevicaudis,"Megastigmus brevicaudis Ratzeburg, 1852",
1878,3514176,Fungi,Ascomycota,Botryosphaeriales,,Camarosporium,spiraeae,Camarosporium spiraeae Cooke,
1879,5131096,Animalia,Arthropoda,Lepidoptera,Nymphalidae,Neptis,rivularis,"Neptis rivularis (Scopoli, 1763)",
1880,1905317,Animalia,Arthropoda,Lepidoptera,Nymphalidae,Speyeria,hydaspe,"Speyeria hydaspe Boisduval, 1869",
1881,8851466,Fungi,Ascomycota,Venturiales,Venturiaceae,Coleroa,alchemillae,Coleroa alchemillae (Grev.) G.Winter,
1882,3027923,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,venosa,Alchemilla venosa Juz.,
1883,3028176,Plantae,Tracheophyta,Rosales,Rosaceae,Alchemilla,subcrenata,Alchemilla subcrenata Buser,
1884,7932127,Fungi,Ascomycota,Diaporthales,Gnomoniaceae,Ophiognomonia,rosae,Ophiognomonia rosae (Fuckel) Petr.,
1885,3172100,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Veronica,filiformis,Veronica filiformis Sm.,
1886,8507631,Fungi,Ascomycota,Capnodiales,Mycosphaerellaceae,Ramularia,grevilleana,Ramularia grevilleana (Tul. & C.Tul. ex Oudem.) Jørst.,
1887,2515212,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,heucherae,Puccinia heucherae (Schwein.) Dietel,
1888,3049731,Plantae,Tracheophyta,Brassicales,Brassicaceae,Draba,incerta,Draba incerta Payson,
1889,3033446,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Ranunculus,pygmaeus,Ranunculus pygmaeus Wahlenb.,
1890,5375166,Plantae,Tracheophyta,Brassicales,Brassicaceae,Aphragmus,eschscholtzianus,Aphragmus eschscholtzianus Andrz.,
1891,2514536,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,saxifragae,Puccinia saxifragae Schltdl.,
1892,5166886,Animalia,Arthropoda,Poduromorpha,Isotomidae,Isotoma,viridis,"Isotoma viridis C.Bourlet, 1839",
1893,2574919,Fungi,Ascomycota,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,maculans,Pestalotiopsis maculans (Corda) Nag Raj,
1894,1044111,Animalia,Arthropoda,Coleoptera,Nitidulidae,Carpophilus,hemipterus,"Carpophilus hemipterus (Linnaeus, 1758)",
1895,4452600,Animalia,Arthropoda,Coleoptera,Nitidulidae,Epuraea,ocularis,"Epuraea ocularis Fairmaire, 1849",
1896,7341600,Animalia,Chordata,Passeriformes,Emberizidae,Melozone,crissalis,"Melozone crissalis (Vigors, 1839)",
1897,2020686,Animalia,Arthropoda,Hemiptera,Tingidae,Stephanitis,takeyai,"Stephanitis takeyai Drake & Maa, 1955",
1898,3203799,Chromista,Oomycota,Peronosporales,Peronosporaceae,Peronospora,pulveracea,Peronospora pulveracea Fuckel,
1899,5250155,Fungi,Basidiomycota,Urocystidales,Urocystidaceae,Urocystis,ranunculi,Urocystis ranunculi (Lib.) Moesz,
1900,2514361,Fungi,Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,septentrionalis,Puccinia septentrionalis Juel,
1901,3204068,Chromista,Oomycota,Peronosporales,Peronosporaceae,Plasmoverna,pygmaea,"Plasmoverna pygmaea (Unger) Constant., Voglmayr, Fatehi & Thines",
1902,3482537,Fungi,Ascomycota,Erysiphales,Erysiphaceae,Erysiphe,aquilegiae,Erysiphe aquilegiae DC.,
1903,3203869,Chromista,Oomycota,Peronosporales,Peronosporaceae,Peronospora,ficariae,Peronospora ficariae Tul.,
1904,1539896,Animalia,Arthropoda,Diptera,Syrphidae,Cheilosia,vulpina,"Cheilosia vulpina (Meigen, 1822)",
1905,1357207,Animalia,Arthropoda,Hymenoptera,Andrenidae,Andrena,labiata,"Andrena labiata Fabricius, 1781",
1906,3034148,Plantae,Tracheophyta,Apiales,Apiaceae,Osmorhiza,berteroi,Osmorhiza berteroi DC.,
1907,3032654,Plantae,Tracheophyta,Saxifragales,Saxifragaceae,Heuchera,glabra,Heuchera glabra Willd. ex Roem. & Schult.,
1908,3033461,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Ranunculus,glacialis,Ranunculus glacialis L.,
1909,5264252,Fungi,Ascomycota,Capnodiales,Mycosphaerellaceae,Septoria,sydowiana,Septoria sydowiana (Allesch.) Died.,
1910,2588675,Fungi,Ascomycota,,,Excipularia,fusispora,Excipularia fusispora (Berk. & Broome) Sacc.,
1911,2615322,Fungi,Ascomycota,Pleosporales,,Sporidesmium,aturbinatum,Sporidesmium aturbinatum (S.Hughes) M.B.Ellis,
1912,2618493,Fungi,Ascomycota,Pleosporales,Leptosphaeriaceae,Leptosphaeria,haematites,Leptosphaeria haematites (Roberge ex Desm.) Niessl,
1913,2587440,Fungi,Ascomycota,Orbiliales,Orbiliaceae,Orbilia,euonymi,Orbilia euonymi Velen.,
1914,2523271,Fungi,Basidiomycota,Trechisporales,Hydnodontaceae,Litschauerella,clematidis,Litschauerella clematidis (Bourdot & Galzin) J.Erikss. & Ryvarden,
1915,2514735,Fungi,Basidiomycota,Pucciniales,,Aecidium,clematidis,Aecidium clematidis DC.,
1916,2074329,Animalia,Arthropoda,Hemiptera,Aphididae,Delphiniobium,junackianum,"Delphiniobium junackianum (Karsch, 1887)",
1917,3489190,Fungi,Ascomycota,Helotiales,Lachnaceae,Lachnum,relicinum,Lachnum relicinum (Fr.) P.Karst.,
1918,3033865,Plantae,Tracheophyta,Ranunculales,Berberidaceae,Mahonia,aquifolium,Mahonia aquifolium (Pursh) Nutt.,
